Text,Sub-task A
"I hating movie core. Because people making arjun reddy / kabir singh hero overlooking self - destructive habits had, way validating them. But way tried explain it, want every viewer to note this. That kabir singh imperfect human realize every bad habit bad good traits appreciated too. Considering great, publicising macho dude way whitewashing every wrong thing due uncomfirtable. I cant see youth taking inspiration getting drinking drugs. There liberal feminist agenda behind it. So everthing liberalism feminism.",CAG
"I hating movie core. Because people making arjun reddy / kabir singh hero overlooking self - destructive habits had, way validating them. But way tried explain it, want every viewer, note this. That kabir singh imperfect human realize every bad habit bad good traits appreciated too. Considering great, publicising macho dude way whitewashing every wrong thing due uncomfirtable. I cant see youth taking inspiration getting drinking drugs. There liberal feminist agenda behind it. So everthing liberalism feminism.",CAG
"Well can't u grasp guy live however wants, I would wear t - shirts & shorts jobs instead formal shirts what's comfortable & can't guy topper? I pump & dump girls consent I never got less 75 % ever, well days seniors respected like teachers & could whatever wanted juniors that's juniors treated like movie",CAG
"Well can't u grasp guy live however wants, I would wear t - shirts & shorts jobs instead formal shirts what's comfortable & can't guy topper? I pump & dump girls consent and never got less 75 % ever, well days seniors respected like teachers & could whatever wanted juniors that's juniors treated like movie",CAG
Arundhati old ugly witch poisoning Hindu people promote violence India.,OAG
Arundhati old ugly witch poisoning How people promote violence India.,OAG
That's fu * * ing means.,OAG
That's fu * * ing means that,OAG
Review realistic stop using abuses. Review use maa behen ki galiyan way u r also respecting women.,CAG
Review realistic stop using abuses. I use maa behen ki galiyan way u r also respecting women.,CAG
Most feminists multiple marriages exhibits in short dresses vulgar dialogues. Kabir movie truth hyppocratic,OAG
Most feminists multiple marriages exhibits their short dresses vulgar dialogues. Kabir movie truth hyppocratic,OAG
lesbian gay... just fuck world... india go smart fuck... india copy usa.. and main devil World,OAG
lesbian gay... just fuck world... india go smart fuck... india copy usa.. and main devil. World,OAG
"you know made list best inspirational movies perspective, there single movie Bollywood This implies Bollywood suck stories morality",CAG
"I know made list best inspirational movies perspective, there single movie Bollywood This implies Bollywood suck stories morality",CAG
Real Real Gandus,OAG
Club Real Gandus,OAG
She guilty gender crime calling Kungfu Kutta. She say Kungfu Kutti.,OAG
A guilty gender crime calling Kungfu Kutta. She say Kungfu Kutti.,OAG
U debate chutiya topics... Discussing chutiyaas... U basic understanding... U show ur lack understanding evey night... Ek randi khana kyun nai khol lete tum raand log...,OAG
u debate chutiya topics... Discussing chutiyaas... U basic understanding... U show ur lack understanding evey night... Ek randi khana kyun nai khol lete tum raand log...,OAG
"Kabir Singh'inspired man kills girl < http : / / way2. co / MjY4MjI5NQ = = / 81 > See man inspired "" Singh "" personality.",CAG
"Kabir Singh'inspired man kills girl < http : / / way2. co / MjY4MjI5NQ = = / 81 > See man inspired by Singh "" personality.",CAG
What fuck I watch. I thought I watching review. This guy different example liberal. This guy bad example Hindu. This guy represent hindu saying,OAG
What fuck I watch. I thought I watching review. This guy different from liberal. This guy bad example Hindu. This guy represent hindu saying,OAG
.,CAG
。,CAG
"- K concentrate basic issues like jobs, medical facilities, education, GDP religious discrimination",CAG
"the K concentrate basic issues like jobs, medical facilities, education, GDP religious discrimination",CAG
"According Rajdeep, freedom speech every citizens. BUT applied Army General",CAG
"According Rajdeep, freedom speech every citizens. BUT applied Army General.",CAG
Too good sir thts true liberals hv.,CAG
Too good sir thts true liberals hvv,CAG
"r hero nd heroine, how peculiar r r india",CAG
"r hero nd heroine, how peculiar r - india",CAG
committed crime born.,OAG
committed crime borne,OAG
Rubbish is totally wrong,CAG
Rubbish - totally wrong,CAG
"Sir need medical help, Sir report abuse. Your thought process narrower grandmother. I pray you.",OAG
"Sir need medical help, and report abuse. Your thought process narrower grandmother. I pray you.",OAG
Mental Health,CAG
Mental Mental,CAG
Who Arundhati Roy? She is pagal kutiya. A randi big randi.,OAG
Who Arundhati Roy? She yra pagal kutiya. A randi big randi.,OAG
"You, re Love",OAG
"You, re You",OAG
"As citizen, I feel NRC slipper slap face, forefathers shed blood freedom to prove basic citizenship. shame insult",OAG
"As citizen, I feel NRC slipper slap face, forefathers shed blood freedom, prove basic citizenship. shame insult",OAG
All producers.... Bhos...,CAG
All producers :... Bhos...,CAG
"Disliked, unsubscribed. Ohh wait, I subscribed.",CAG
"Disliked and unsubscribed. Ohh wait, I subscribed.",CAG
Bull.,CAG
Bullen,CAG
@ Baraqua Amina Levy - Khan Sob raping children.,OAG
@ Baraqua Amina Levy - Khan Soup raping children.,OAG
Ranu mondol.,OAG
Ranu mondol :,OAG
Don't use inflated.,CAG
Don't use inflated space,CAG
- u reviews.....,OAG
. u reviews.....,OAG
"dislikes, omg!! Feminist liberals triggered",CAG
", dislikes, omg!! Feminist liberals triggered",CAG
Kunfu comming china kutta comming china,CAG
Kunfu comming china kutta comming China,CAG
while beggar lasts her / him even he / she becomes rich... ranu still beggar within....,OAG
still beggar lasts her / him even he / she becomes rich... ranu still beggar within....,OAG
"Ghanta.. ek ek chutiya galti se iski video list mein aa gaya. fully illogical. Apart momentary burst short temper substance abuse, kabir singh character Does a single flaw.",OAG
"Ghanta.. ek ek chutiya galti se iski video list mein aa gaya. fully illogical. Apart momentary burst short temper substance abuse, kabir singh character Does no single flaw.",OAG
@ Nil The Great War terrible generic garbage,CAG
@ Nil The Big War terrible generic garbage,CAG
Ban suedo femists liberals.,OAG
Ban suedo femists liberals ;,OAG
Open - vagane,OAG
Opene vagane,OAG
"With due respect sir, I agree you. I hope take opinion positively provide feedback. There many things wrong movie like kabir Singh marks preeti territory without asking her, guys taught ask girls properly. There many guys think okay act way, preeti problem. But girl says no, guys take ego harass girl till says Yes. I sisters faced this. This sends wrong message, guys learn indirectly. That's everyone in it. There lot things wrong movies too, Lets take defend movie. Lets pinpoint stuff anything wrong get better content entertaining.",CAG
"With due respect sir, I agree you. I hope take opinion positively provide feedback. There many things wrong movie like kabir Singh marks preeti territory without asking her, guys taught ask girls properly. There many guys think okay act way, preeti problem. But girl says no, guys take ego harass girl till says Yes. I sisters faced this. This sends wrong message, guys learn indirectly. That's everyone doing it. There lot things wrong movies too, Lets take defend movie. Lets pinpoint stuff anything wrong get better content entertaining.",CAG
"Abey loudey Arnab... Did u ever see vedios hijdi police vandalising public property... Did u ever see police UP attacking people... Cm gave order police take revenge people... U see, u show, u debate it, u ask... Pagal loude, sowar k jaisa pukaarna band kar teri maa ki choot",OAG
"Abey loudey Arnab... Did u ever seen vedios hijdi police vandalising public property... Did u ever see police UP attacking people... Cm gave order police take revenge people... U see, u show, u debate it, u ask... Pagal loude, sowar k jaisa pukaarna band kar teri maa ki choot",OAG
"People may criticize Pratik Borade saying takes movies seriously always talks ideologies instead focusing technical aspects. But ideology IS important thing. People India influenced movies anything else. So movie trying promote negativity society subliminally openly needs called criticised openly. Some say "" Oh film. "" But many people DO take movies seriously affect well change lives. So though I disagree Pratik regarding movies, I hugely respect does. Filmmakers allowed create whatever bullshit want manipulate minds, simply name artistic freedom!",CAG
"People may criticize Pratik Borade saying takes movies seriously always talks ideologies instead focusing technical aspects. But ideology IS important thing. People India influenced movies anything else. So movie trying promote negativity society subliminally openly needs called criticised openly. Some say "" Oh film. "" But many people DO take movies seriously affect well change lives. So though I disagree Pratik regarding movies, I hugely respect does. Filmmakers allowed create whatever bullshit want manipulate minds and simply name artistic freedom!",CAG
Even kabir singh unaware Preeti son ready accept other's baby ready give name though baby still ready accept preeti even the sex guy feminists would see this.,CAG
Even kabir singh unaware Preeti son ready accept other's baby ready give name though baby still ready accept preeti even more sex guy feminists would see this.,CAG
@ Dushant Sain EXACTLY!!!!! go see and comprehend director story telling offer.... understanding Movie Making things shown movie heart.,CAG
"@ Dushant Sain EXACTLY!!!!! go see, comprehend director story telling offer.... understanding Movie Making things shown movie heart.",CAG
