Text,Sub-task B
If her grandfather reborn. Still she can't bring the govt down..,NGEN
"Name will be Kasturi Shankar and they call Jesus Christ, thats how wolfs 🐺
covered with goat 🐐 face...",NGEN
I did,NGEN
@Sreya Roy thanks,NGEN
"RECENT PROTESTS r GLIMPSE of civil war which may start in next 10 yrs..  
1\. what is degree of preparedness of HINDU?  
2\. BJP govt is vital in STATE to curb JEHAD.  
3.NIA need to eliminate DIRECTORS of such show..  
  
But HINDU is worried about 100 rs onion, free electricity, GST..",NGEN
@Vikram Matthews agree,NGEN
Please share your opinion fight club and dark Knight quotes.,NGEN
"The contemporary feminist lives such a comfortable life that she has the time
to complain about such trivial nonsense like manspreading and movie characters
being a little too masculine. And if she wanted to, she would make a video
about the movie, degrade it to the point that people would stop watching it
not caring about the hard work the creators put for it and a female host of
her channel would laugh about it and so would their audience. But I’m the one
who is sexist if I complain about it because according to feminist theory, I’m
privileged and the power structure gives advantages to men. What advantages?
They can’t say. And because of this power structure, sexism towards men
doesn’t exist. According to feminism, I am so privileged that I don’t even
have the right to talk about gender issues. All of my opinions are
automatically invalid because I’m a man. I am a man – I am evil, I am
disposable, I am privileged.  
The thing is, I actually do care about gender equality. I would gladly point
out real sexism when I see it being done against women, something which the
new wave feminists bafflingly neglect to do when it’s being perpetuated by
anyone. But feminists don’t return the favour. Their narrative is that I am
the cause of all the world’s problems and I have to be the one to change, to
make sacrifices and give more and more to them because of this imaginary
bogeyman called the “Patriarchy” which they claim gives me all the systemic
advantages in society. The concept of a patriarchy is essential to their
ideology and this core makes the ideology paint me as the oppressor and the
villain and I’m sick of it. I’m not a catcaller, I’m not a wife beater, and
I’m not a rapist. But I’m held accountable for the actions of the few men who
do these things and that’s bullshit. And it’s exactly the type of bullshit
being perpetuated by several social media sites and YouTube channels - the
idea that men are the problem, that we should be ashamed of what we are and
that masculinity is toxic and needs to be stamped out. Feminist may claim that
they don’t hate men but actions speak louder than words. If you call yourself
a feminist but if you agree that all of the things that I talked about are
wrong, then you need to stop calling yourself a feminist. You don’t need to
call yourself a feminist to be an advocate for equality. Feminism doesn’t hold
a monopoly on that as much as they like to think they do. And if you truly
value equality, you will drop the feminist label and stop trying to defend it
because it is – destructive, divisive, counter-intuitive, and predicated on
lies and misinformation. Feminism is bullshit and it is unworthy of respect.",NGEN
"Hitesh Kumar watch this video at least once
[https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.youtube.com/watch%3Fv%3DfN5xFCsClI8&ved=0ahUKEwjh54fflojXAhVJsY8KHUCbCS0QwqsBCB4wAA&usg=AOvVaw0E4BmZd_8pGeEsQq-
NygHn](https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.youtube.com/watch%3Fv%3DfN5xFCsClI8&ved=0ahUKEwjh54fflojXAhVJsY8KHUCbCS0QwqsBCB4wAA&usg=AOvVaw0E4BmZd_8pGeEsQq-
NygHn)",NGEN
You contact us at +306944127528 Phone number +33751085649,NGEN
"Film rating should be 7.4/10  
Now, coming to pros - 1) Shahid Kapoor's acting.  
2) Kabir Singh character personification.  
3) Songs  
Cons - 1) No need to say about scenes.  
2) Kiara's acting  
3) Alcoholic...  
Overall this was a nice movie and one of the best in 2019.",NGEN
nice movi,NGEN
"@Shashank Singh then by that same logic films like lipstick under borkha or
veer de weeding also should not be made.. right .. coz it promotes misndric
attitude among woman. ..",NGEN
"BJP has taken action in the past. Killed a journalist for talking against the
party.",NGEN
She is not a sane person...She wants to break india.,NGEN
Madarchod ...army is not a kids playground,GEN
169 dislikes from kids,NGEN
Write boss,NGEN
"You are dumb if you think that, nation building is the responsibility of the
people of the nation.. if they are getting influenced by films and doing wrong
thing the problem is with them not the movie",NGEN
@awadh kishor where have you seen men being something else?,NGEN
you are absolutely true bro...but even politicians supports them,NGEN
@Alijah hussain mirza I MISS U 😭,NGEN
Laughing soooooo hard😅😂🤣😅😅,NGEN
"This is the limit man... How can someone openly say to give wrong information
to government and moreover some people are defending her on national
television...",NGEN
"Kabir Singh is a black spot on Shahid Kapoor's career. After cult movies like
udta Punjab and Haider. we had a lot of expectations from him. But
disappointed.",NGEN
Dog,NGEN
kaisa hai launday ..,NGEN
"Throw her out of nation . She is making a mockery of the whole bill. She
should not be heard Arundati we will call Kumphoo Kurt’s or Ranga bills . She
is sit . Get out of India . jail hind 🙏🏻🇮🇳",NGEN
O M G very funny,NGEN
So nice your video,NGEN
What is this book about?,NGEN
"The more scary fact is that people actually liked the movie
I completely appreciate shahid's acting but the message and the stoy which
this movie has ...
Man this is toxic but youth in india will soon become kabir singh
Scary.....",NGEN
That'S NOT GOOD,NGEN
This idiot is giving ideas to loose citizenship,NGEN
You give so much of negative vibe,NGEN
Nice🤣🤣🤣,NGEN
This is bullshit,NGEN
the moderator sucked. Incompetent,NGEN
[14:28](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=14m28s) 😂😂😂😂,NGEN
Character less this issue women,NGEN
"Arnab please stop crying please give them appropriate time to speak, don't
take more then 4 debaters. I am completely agree with you that such people are
demolishing Indian history we must expose them",NGEN
"i completely with with you bro.  
i really loved the movie.",NGEN
@Subhra Halder tech talk,NGEN
"Writing this comment at
[8:36](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=8m36s) so I don't know if
you'll say what I want to say but I can't stop myself commenting this that the
dashing and attractive look of shahid is shown in the movie which makes youth
think that they'll still manage to have that attractiveness ( Thick looking
beard, good hairs, those muscles and overall personality) in them even after
abusing drugs is so fake. And in reality if people start abusing drugs than
they'll become so unattractive bcoz reality will slap them so hardly and those
drugs would make you go bald, loose those muscles, loose ur charm, loose ur
social life, make you a failure in ur career and you won't even get that
respect as Kabir singh got in the movie)  
Follow shahid kapoor not Kabir singh and to add to this statement I've to say
Shahid kapoor went to gym and was on good diet for the role of Kabir singh so
understand the difference of reel life and real life of the actors",NGEN
Part 2 please,NGEN
"i forwarded everything, that old woman said . . . .",NGEN
Haha,NGEN
I always like your point of views brother.,NGEN
Bitter truth....,NGEN
I totally agree with you sir,NGEN
"@Trixie Girll right, i just found that wrong, talk abouth positive also
shwetabh",NGEN
I always thought bollywood sexim industry.,NGEN
No word🤣🤣,NGEN
he is much more mature than any critic. but sometime he disappoints,NGEN
"Thanx for uploading a nice [video.im](http://video.im/) a gay and im proud of
what i am no one has rights to judge us we all have equal rights whoever born
in this world .After all we all live only once .one life less enjoyments and
secret emotions.",NGEN
"Bro and sister corector of lifestyle must be kept like human rightly one day
every human well face with angle of death the malakkuulmoouuth then everything
you see in your eye your beautiful face we'll darkness recording be careful
with it behaviour count",NGEN
I support u in ur war vd fake feminists,NGEN
I'm girl I'm lesbian I love zoonish,NGEN
"Bro finally I found a man talking sense about KABIR SINGH. Rest of the people
are admiring this movie under peer pressure from the lesser intelligent
masses. Dil khush kar diya tumne bhai.. :)",NGEN
"what jahangir bhai did was absolutely correct , that bitch deserved that  
rab rakhaa jahangir bhai",NGEN
I have same yellow bottle of cello 😍😍,NGEN
238 dislikes from girls,NGEN
Same bro,NGEN
Subhoshree luks so ugly,NGEN
It's been a long time!😊,NGEN
That guy is AWESOME !!!!😚😚,NGEN
"Sir I have not started the video yet but I know you will be right and I also
know what u are going to say so thank u for not caring about subs and likes
but more about our beloved India  
Jai hind",NGEN
Pseudo feminism has become a trend ..... and actual feminism a myth,NGEN
"🔥 YOU'RE AN ABSOLUTE GENIUS MAN..  
no one other' than you could review better at this level. You' are a Pro that
INDIA deserves...",NGEN
Kabir singh is a success for me as it pissed off indian bitches😎,NGEN
Nice video Bhi,NGEN
It's true,NGEN
"<https://goo.gl/search/Weather>
⛅️ It's 17°C in Dhaka",NGEN
"haha  
Think deeply, go deep, then you will understand what I am saying before
calling me dumb.  
Think about it. Then you will call yourself dumb.  
Each and every industry has an obligation to build our nation.",NGEN
I made a right choice by watching Super 30 than Kabir Singh,NGEN
hi.... moni,NGEN
"We need some sense We need a new industry other than that of Bollywood and
Hollywood .",NGEN
Very Nice Vids Bro's👌👍,NGEN
Awesome t-shirt!!,NGEN
video starts at [7:40](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=7m40s),NGEN
"I think very less people know about it..so I would like to share regarding
this topic...  
actually homosexuality is a genetic (hormone receptor)related disorder which
is natural and in a population about 0.1 % people are homosexuals and there is
no point in opposing it based on culture or society... people should be broad
minded and they should have courage to accept the reality then only they can
view a right thing in right manner...",GEN
